6262a620e7b385fac1de4c9a1ff98a7f83ea67ad,MODIFY,regular-file,.firebase/tasia-ef184/hosting/_next/static/chunks/669-2a25897188dc215d.js,300013,8326-8327
b9f7c2dabba63f33e083423aa5f94764b15158cc,MODIFY,regular-file,.firebase/tasia-ef184/hosting/_next/static/chunks/684-7002d2f60d48787d.js,329555,155;4849;9606-9607
91e363fdd1204ec0bc28de9fe16d68cc1d187f2f,MODIFY,regular-file,.firebase/tasia-ef184/hosting/_next/static/chunks/app/layout-e0dcf6df560d8a62.js,52984,584
991e38dd37b54df6cdd4cb62caac74ab02a7b59a,MODIFY,regular-file,.firebase/tasia-ef184/hosting/_next/static/chunks/app/login/page-9d8b0b03c10edb70.js,21267,234
40079d57050cd6e00737f5e3478a5eff399ee7a1,MODIFY,regular-file,.firebase/tasia-ef184/hosting/_next/static/chunks/app/register/page-fff11e4ca3c65d9a.js,21491,231
0eab53ac73f0dc04612990c5e17de4a46f71a0d3,MODIFY,regular-file,.firebase/tasia-ef184/hosting/_next/static/chunks/main-eadbe010d666bb2c.js,221996,2811-2812;2973;3122
23fd822bc3c94167b7697f19683bd7e22073ad28,MODIFY,regular-file,.gitignore,154,1-6
091b833155b7220626e83a19aa27c0c4a55edd3a,MODIFY,regular-file,TECHNICAL_DOCUMENTATION.md,28808,78;80;83;104
ed652e4e5f366535706ddfa8c01d3789e4525bd7,MODIFY,regular-file,checkDoc.js,1093,6
8e5d608821d18b9350cb2e5d5f6cafa09bd11e40,MODIFY,regular-file,checkListId.cjs,713,2
b12223e0f36dec5c175b8be85db895ffcd18edc4,MODIFY,regular-file,firebase-admin-test.cjs,1056,6
55a26f2c32b4233e18af0918d4c8af005632f7c9,MODIFY,regular-file,project-check.log,60411,5-6;27-28;54-55;83-84;111-112;139-140;167-168;195-196;224-225;252-253;282-283;315-316;354-355;393-394;430;449-450;482-483;515-516;548-549;581-582;614-615;655;665-666;706;716-717;741-742;783;804-805;839-840;881;892-893;935;946-947;988;999-1000;1040;1051-1052;1082;1093-1094;1125;1136-1137;1167
fd45fb1bb85a8f6881cfdc6f5bbf9ee0c0fbd21a,MODIFY,executable,project-check.sh,19270,56;104-105;241
ac213f052a4b9a93f236da4c296212669313aa43,MODIFY,regular-file,src/ai/flows/send-email-flow.ts,1441,28-30;34
91ac3c0a4c96879317694e0d47c62bdea7e96fde,MODIFY,regular-file,src/app/(main)/attachments/page.tsx,5745,64
b1bed9e04a48fd8640cad6b97a13dd053baa4032,MODIFY,regular-file,src/components/common/autocomplete/AddressAutocompleteInput.tsx,1447,10-11;32-33
51428a92cb1de2d89681c18d07af94a50e7e189b,MODIFY,regular-file,src/components/contacts/ContactForm/sections/address/AddressCard.tsx,5096,152
5ae771ae5e492a257a409cb4684a4d0985167ee9,MODIFY,regular-file,src/components/custom-lists/AlgoliaSearchBox.tsx,5206,139-140;147-148;155
0701435ec5731ee2a63a815977095b4bb54a37f5,MODIFY,regular-file,src/components/custom-lists/ComplexEntitiesTab.tsx,9858,277
c24572edba78b9f7d129a538f683ac0943ad48ae,MODIFY,regular-file,src/components/units/UnitContactForm.tsx,5879,57
dbb6f6d36dd8cbee6ed23931b2a4ab78bf95265e,MODIFY,regular-file,src/lib/firebase.ts,2107,10-16
